institution,normalised_institution,latitude,longitude,country,country_code,region,taught_workshops,taught_workshop_dates,taught_workshops_per_year,domains,badges,badges_dates,swc-instructor,dc-instructor,lc-instructor,trainer,earliest_badge_awarded,year_earliest_badge_awarded,airport,airport_code,airport_latitude,airport_longitude
Swansea University,SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,2021-04-26-swansea-online,2021-04-26,{2021: 1},"['Computer science/electrical engineering', 'Physics', 'High performance computing', 'Mathematics/statistics']",['swc-instructor'],['2021-04-26'],2021-04-26,,,,2021-04-26,2021,,,,
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2019-02-21-manchester,2019-05-09-manchester,2019-11-18-manchester","2019-02-21,2019-05-09,2019-11-18",{2019: 3},"['Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2019-11-28'],2019-11-28,,,,2019-11-28,2019,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2019-11-04-UCL_software_carpentry,2021-03-09-UCL-software-carpentry","2019-11-04,2021-03-09","{2019: 1, 2021: 1}","['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-11-28'],2019-11-28,,,,2019-11-28,2019,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,"2019-04-15-Imperial,2019-12-16-london-kcl","2019-04-15,2019-12-16",{2019: 2},"['Medicine', 'Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['swc-instructor'],['2019-02-20'],2019-02-20,,,,2019-02-20,2019,,,,
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2018-11-13'],2018-11-13,,,,2018-11-13,2018,,,,
Swansea University,SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,"2019-04-16-swansea,2019-01-28-swansea,2019-10-23-swansea,2020-01-08-swansea,2020-02-25-cardiff,2019-02-07-swansea,2020-06-09-supercomputingwales_python,2020-06-16-supercomputingwales_git,2020-05-26-supercomputingwales_unix,2021-01-25-swansea,2021-04-26-swansea-online,2021-10-18-swansea-online,2022-01-17-swansea-online,2021-11-10-swansea-online,2021-12-06-swansea-online","2019-04-16,2019-01-28,2019-10-23,2020-01-08,2020-02-25,2019-02-07,2020-06-09,2020-06-16,2020-05-26,2021-01-25,2021-04-26,2021-10-18,2022-01-17,2021-11-10,2021-12-06","{2019: 4, 2020: 5, 2021: 5, 2022: 1}","['High performance computing', 'Physics']",['swc-instructor'],['2018-11-13'],2018-11-13,,,,2018-11-13,2018,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2018-09-13-edinburgh,2019-02-18-edinburgh-business-school,2019-05-06-edinburgh,2019-11-15-edinburgh-library-carpentry,2020-05-13-sfc-online,2020-06-16-sfc-online","2018-09-13,2019-02-18,2019-05-06,2019-11-15,2020-05-13,2020-06-16","{2018: 1, 2019: 3, 2020: 2}",['Social sciences'],['swc-instructor'],['2019-01-02'],2019-01-02,,,,2019-01-02,2019,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,2019-01-23-edinburgh-geosc-sc,2019-01-23,{2019: 1},"['High performance computing', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2018-12-20'],2018-12-20,,,,2018-12-20,2018,Edinburgh,EDI,55.95,-3.3725
University of St Andrews,UNIVERSITY OF ST ANDREWS,56.341205,-2.793016,United Kingdom,GB,Scotland,"2018-11-27-standrews,2018-12-10-standrews,2019-05-02-standrews,2019-05-30-standrews","2018-11-27,2018-12-10,2019-05-02,2019-05-30","{2018: 2, 2019: 2}","['Physics', 'Medicine']",['dc-instructor'],['2018-11-29'],,2018-11-29,,,2018-11-29,2018,RAF Leuchars Airport,ADX,56.3728981,-2.8684399
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,,,,"['Humanities', 'Library and information science', 'Social sciences']",['dc-instructor'],['2019-05-13'],,2019-05-13,,,2019-05-13,2019,,,,
University of Leicester,UNIVERSITY OF LEICESTER,52.621937,-1.123802,United Kingdom,GB,East Midlands,,,,"['Mathematics/statistics', 'High performance computing']",['swc-instructor'],['2018-11-05'],2018-11-05,,,,2018-11-05,2018,,,,
Swansea University,SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,"2019-04-16-swansea,2019-01-28-swansea,2019-10-23-swansea,2020-01-08-swansea,2020-02-25-cardiff,2019-02-07-swansea,2019-12-04-swansea,2020-05-20-swansea,2020-06-09-supercomputingwales_python,2020-06-16-supercomputingwales_git,2020-05-26-supercomputingwales_unix,2020-10-19-swansea,2020-11-23-swansea,2021-01-25-swansea","2019-04-16,2019-01-28,2019-10-23,2020-01-08,2020-02-25,2019-02-07,2019-12-04,2020-05-20,2020-06-09,2020-06-16,2020-05-26,2020-10-19,2020-11-23,2021-01-25","{2019: 5, 2020: 8, 2021: 1}","['Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'High performance computing']",['swc-instructor'],['2018-12-20'],2018-12-20,,,,2018-12-20,2018,,,,
The University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,"2018-11-30-Manchester,2019-05-30-elixir-portugal,2019-12-11-durham,2020-11-12-cilip-mdg,2021-03-29-sfc-dc,2021-06-08-manchester-online","2018-11-30,2019-05-30,2019-12-11,2020-11-12,2021-03-29,2021-06-08","{2018: 1, 2019: 2, 2020: 1, 2021: 2}","['Computer science/electrical engineering', 'Economics/business', 'Humanities', 'Library and information science', 'Education', 'Mathematics/statistics']",['dc-instructor'],['2018-12-11'],,2018-12-11,,,2018-12-11,2018,Manchester,MAN,53.353611,-2.274722
University of Cambridge,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2019-06-11'],,2019-06-11,,,2019-06-11,2019,,,,
"MRC Toxicology Unit, Univeristy of Cambridge",UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics', 'Mathematics/statistics']",['swc-instructor'],['2019-11-17'],2019-11-17,,,,2019-11-17,2019,,,,
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,2019-05-22-oxford,2019-05-22,{2019: 1},"['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-02-02'],2019-02-02,,,,2019-02-02,2019,London Heathrow,LHR,51.4775,-0.46138900000000005
"Cancer Research UK Cambridge Institute, Univeristy of Cambridge",UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,"2019-01-15-CRUK-Cambridge-DCinR,2018-11-13-shell","2019-01-15,2018-11-13","{2019: 1, 2018: 1}",['Computer science/electrical engineering'],['dc-instructor'],['2019-03-25'],,2019-03-25,,,2019-03-25,2019,,,,
University of Sheffield,UNIVERSITY OF SHEFFIELD,53.381409,-1.488709,United Kingdom,GB,Yorkshire and The Humber,,,,"['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2019-03-04'],2019-03-04,,,,2019-03-04,2019,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2018-04-25-UCL_software_carpentry,2018-11-07-UCL_software_carpentry,2019-04-08-UCL_software_carpentry,2019-07-09-rslondon,2019-11-04-UCL_software_carpentry,2017-07-25-UCL_software_carpentry","2018-04-25,2018-11-07,2019-04-08,2019-07-09,2019-11-04,2017-07-25","{2018: 2, 2019: 3, 2017: 1}","['Social sciences', 'Humanities', 'Library and information science', 'Education', 'Mathematics/statistics']",['swc-instructor'],['2019-05-09'],2019-05-09,,,,2019-05-09,2019,,,,
"Bill Lyons Informatics Centre, UCL Cancer Institute",UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,,,,"['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-02-15'],2019-02-15,,,,2019-02-15,2019,,,,
The John Innes Centre,THE JOHN INNES CENTRE,52.622271,1.221381,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2018-12-20'],,2018-12-20,,,2018-12-20,2018,,,,
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,2020-11-12-cilip-mdg,2020-11-12,{2020: 1},"['Education', 'Library and information science']",['lc-instructor'],['2020-01-16'],,,2020-01-16,,2020-01-16,2020,Manchester,MAN,53.353611,-2.274722
"EPCC, University of Edinburgh",UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-03-28-heriotwatt,2019-06-26-heriotwatt,2019-09-04-edinburgh-swc,2020-01-21-edinburgh-swc","2019-03-28,2019-06-26,2019-09-04,2020-01-21","{2019: 3, 2020: 1}","['Mathematics/statistics', 'High performance computing', 'Physics', 'Computer science/electrical engineering']",['swc-instructor'],['2020-08-27'],2020-08-27,,,,2020-08-27,2020,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2018-10-08-edinburgh-igmm-shell,2019-09-04-edinburgh-swc,2020-01-21-edinburgh-swc,2020-11-17-edinburgh-swc-online","2018-10-09,2019-09-04,2020-01-21,2020-11-17","{2018: 1, 2019: 1, 2020: 2}",,['swc-instructor'],['2020-08-17'],2020-08-17,,,,2020-08-17,2020,,,,
"Cancer Research UK Cambridge Institute, Univeristy of Cambridge",UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,2019-01-15-CRUK-Cambridge-DCinR,2019-01-15,{2019: 1},"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2019-01-29'],,2019-01-29,,,2019-01-29,2019,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Genetics', ' genomics', ' bioinformatics', 'High performance computing', 'Mathematics/statistics', 'Computer science/electrical engineering']",['swc-instructor'],['2019-03-04'],2019-03-04,,,,2019-03-04,2019,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,"2019-05-01-Imperial,2019-11-14-Imperial","2019-05-01,2019-11-14",{2019: 2},"['Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2019-02-27'],2019-02-27,,,,2019-02-27,2019,London Gatwick,LGW,51.148056,-0.190278
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2019-02-20'],2019-02-20,,,,2019-02-20,2019,Birmingham,BHX,52.453610999999995,-1.7477779999999998
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,2019-06-19-bham,2019-06-19,{2019: 1},"['High performance computing', 'Humanities']",['swc-instructor'],['2019-03-04'],2019-03-04,,,,2019-03-04,2019,Birmingham,BHX,52.453610999999995,-1.7477779999999998
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,2019-05-15-bham,2019-05-15,{2019: 1},"['Genetics', ' genomics', ' bioinformatics', 'Physics']",['swc-instructor'],['2019-03-21'],2019-03-21,,,,2019-03-21,2019,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,2019-05-01-Imperial,2019-05-01,{2019: 1},"['Mathematics/statistics', 'Computer science/electrical engineering', 'High performance computing']",['swc-instructor'],['2019-02-20'],2019-02-20,,,,2019-02-20,2019,,,,
University of Sussex - Software Sustainability Institute,UNIVERSITY OF SUSSEX - SOFTWARE SUSTAINABILITY INSTITUTE,,,United Kingdom,GB,,,,,"['Humanities', 'Library and information science']",['lc-instructor'],['2021-11-17'],,,2021-11-17,,2021-11-17,2021,,,,
The Alan Turing Institute,THE ALAN TURING INSTITUTE,51.530126,-0.127673,United Kingdom,GB,London,,,,['Physics'],['swc-instructor'],['2019-03-04'],2019-03-04,,,,2019-03-04,2019,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-01-23-edinburgh-geosc-sc,2020-01-29-edinburgh","2019-01-23,2020-01-29","{2019: 1, 2020: 1}","['High performance computing', 'Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Computer science/electrical engineering', 'Physics']",['swc-instructor'],['2020-08-27'],2020-08-27,,,,2020-08-27,2020,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-10-07-unixshell,2020-09-17-IGMM-swdc","2019-10-07,2020-09-17","{2019: 1, 2020: 1}","['Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-09-09'],2019-09-09,,,,2019-09-09,2019,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,2019-02-20-edinburgh-sbs-dc,2019-02-20,{2019: 1},"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2019-09-24'],,2019-09-24,,,2019-09-24,2019,Edinburgh,EDI,55.95,-3.3725
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2021-10-11'],,2021-10-11,,,2021-10-11,2021,Edinburgh,EDI,55.95,-3.3725
"University of Edinburgh, Edinburgh College of Art",UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-12-10-heriotwatt,2020-11-25-edinburgh-dc-digital-humanities","2019-12-10,2020-11-25","{2019: 1, 2020: 1}",['Humanities'],['swc-instructor'],['2020-08-19'],2020-08-19,,,,2020-08-19,2020,Edinburgh,EDI,55.95,-3.3725
University of Oxford,UNIVERSITY OF OXFORD,51.757644,-1.262868,United Kingdom,GB,South East,,,,"['Psychology/neuroscience', 'Mathematics/statistics', 'Computer science/electrical engineering', 'Social sciences']",['swc-instructor'],['2020-03-09'],2020-03-09,,,,2020-03-09,2020,,,,
University of St Andrews,UNIVERSITY OF ST ANDREWS,56.341205,-2.793016,United Kingdom,GB,Scotland,,,,"['Mathematics/statistics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2019-07-02'],,2019-07-02,,,2019-07-02,2019,,,,
University of Bristol,UNIVERSITY OF BRISTOL,51.459064,-2.6032919999999997,United Kingdom,GB,South West,,,,"['Mathematics/statistics', 'Humanities', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-11-23'],2019-11-23,,,,2019-11-23,2019,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Computer science/electrical engineering', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Physics', 'Mathematics/statistics', 'High performance computing']",['swc-instructor'],['2019-10-10'],2019-10-10,,,,2019-10-10,2019,,,,
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,['Humanities'],['swc-instructor'],['2019-10-02'],2019-10-02,,,,2019-10-02,2019,,,,
University of Bath,UNIVERSITY OF BATH (THE),51.380438,-2.3306709999999997,United Kingdom,GB,South West,,,,"['Physics', 'Library and information science']",['lc-instructor'],['2019-08-27'],,,2019-08-27,,2019-08-27,2019,Bristol,BRS,51.3825,-2.718889
Queen Mary University of London,QUEEN MARY UNIVERSITY OF LONDON,51.523412,-0.040505,United Kingdom,GB,London,"2020-11-25-rslondon,2021-05-20-rslondon-python,2021-05-20-rslondon-R","2020-11-25,2021-05-20,2021-05-20","{2020: 1, 2021: 2}","['Mathematics/statistics', 'High performance computing']",['swc-instructor'],['2020-02-03'],2020-02-03,,,,2020-02-03,2020,,,,
British Library,THE BRITISH LIBRARY,51.584516,-0.136804,United Kingdom,GB,London,,,,"['Humanities', 'Library and information science']",['lc-instructor'],['2019-09-19'],,,2019-09-19,,2019-09-19,2019,Stansted,STN,51.885,0.235
University of Birmingham,UNIVERSITY OF BIRMINGHAM,52.448986,-1.930855,United Kingdom,GB,West Midlands,,,,['Library and information science'],['swc-instructor'],['2019-10-17'],2019-10-17,,,,2019-10-17,2019,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,['Library and information science'],['lc-instructor'],['2019-08-15'],,,2019-08-15,,2019-08-15,2019,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,"['Humanities', 'Library and information science']",['swc-instructor'],['2019-08-21'],2019-08-21,,,,2019-08-21,2019,,,,
The Alan Turing Institute,THE ALAN TURING INSTITUTE,51.530126,-0.127673,United Kingdom,GB,London,,,,,['swc-instructor'],['2019-10-02'],2019-10-02,,,,2019-10-02,2019,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-02-07-Edinburgh-OpenRefine,2019-11-15-edinburgh-library-carpentry,2020-11-17-edinburgh-swc-online","2019-02-07,2019-11-15,2020-11-17","{2019: 2, 2020: 1}","['Genetics', ' genomics', ' bioinformatics', 'Library and information science']",['dc-instructor'],['2019-11-28'],,2019-11-28,,,2019-11-28,2019,,,,
Cambridge University Press,UNIVERSITY OF CAMBRIDGE,52.205317,0.11664200000000001,United Kingdom,GB,Eastern,,,,['Library and information science'],['lc-instructor'],['2020-01-27'],,,2020-01-27,,2020-01-27,2020,,,,
"Government Digital Service, Cabinet Office, UK Government","GOVERNMENT DIGITAL SERVICE, CABINET OFFICE, UK GOVERNMENT",51.55588237,-0.145978091,United Kingdom,GB,London,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Mathematics/statistics']",['swc-instructor'],['2019-10-15'],2019-10-15,,,,2019-10-15,2019,London Heathrow,LHR,51.4775,-0.46138900000000005
The British Library,THE BRITISH LIBRARY,51.584516,-0.136804,United Kingdom,GB,London,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Genetics', ' genomics', ' bioinformatics', 'Social sciences', 'Humanities', 'Library and information science', 'Education']",['lc-instructor'],['2020-01-15'],,,2020-01-15,,2020-01-15,2020,London Heathrow,LHR,51.4775,-0.46138900000000005
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,"2020-11-18-KCL,2021-05-12-KCL-online,2021-06-09-KCL-online,2021-11-16-KCL-online,2021-11-24-KCL-online","2020-11-18,2021-05-12,2021-06-09,2021-11-16,2021-11-24","{2020: 1, 2021: 4}","['Physics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Medicine', 'Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'Computer science/electrical engineering']",['swc-instructor'],['2019-10-15'],2019-10-15,,,,2019-10-15,2019,Stansted,STN,51.885,0.235
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,"2020-11-18-KCL,2021-05-12-KCL-online,2021-06-09-KCL-online,2021-11-16-KCL-online,2021-11-24-KCL-online","2020-11-18,2021-05-12,2021-06-09,2021-11-16,2021-11-24","{2020: 1, 2021: 4}","['Computer science/electrical engineering', 'Genetics', ' genomics', ' bioinformatics']",['swc-instructor'],['2019-10-23'],2019-10-23,,,,2019-10-23,2019,,,,
King's College London,KING'S COLLEGE LONDON,51.510734,-0.11691199999999999,United Kingdom,GB,London,2021-03-03-KCL-OpenRefine,2021-03-03,{2021: 1},"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)', 'Humanities']",['swc-instructor'],['2019-10-10'],2019-10-10,,,,2019-10-10,2019,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Mathematics/statistics', 'Social sciences']",['dc-instructor'],['2020-02-07'],,2020-02-07,,,2020-02-07,2020,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Social sciences']",['swc-instructor'],['2020-01-10'],2020-01-10,,,,2020-01-10,2020,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,['Library and information science'],['dc-instructor'],['2019-11-05'],,2019-11-05,,,2019-11-05,2019,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)']",['dc-instructor'],['2021-11-26'],,2021-11-26,,,2021-11-26,2021,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['swc-instructor'],['2019-12-07'],2019-12-07,,,,2019-12-07,2019,,,,
University of Leeds,UNIVERSITY OF LEEDS,53.808493999999996,-1.552797,United Kingdom,GB,Yorkshire and The Humber,,,,"['Medicine', 'Computer science/electrical engineering', 'Mathematics/statistics', 'Genetics', ' genomics', ' bioinformatics', 'Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'High performance computing']",['dc-instructor'],['2020-12-21'],,2020-12-21,,,2020-12-21,2020,,,,
The University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,,,,"['Genetics', ' genomics', ' bioinformatics', 'Education', 'High performance computing', 'Social sciences']",['swc-instructor'],['2020-01-03'],2020-01-03,,,,2020-01-03,2020,Edinburgh,EDI,55.95,-3.3725
The Sainsbury Laboratory,THE SAINSBURY LABORATORY,52.62461999999999,1.222558,United Kingdom,GB,Eastern,,,,"['Genetics', ' genomics', ' bioinformatics', 'High performance computing']",['swc-instructor'],['2020-01-13'],2020-01-13,,,,2020-01-13,2020,,,,
UCL,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2020-07-27-UCL_hpc_carpentry-online,2021-05-20-rslondon-python,2021-05-20-rslondon-R","2020-07-27,2021-05-20,2021-05-20","{2020: 1, 2021: 2}","['Physics', 'Computer science/electrical engineering', 'High performance computing']",['swc-instructor'],['2021-05-17'],2021-05-17,,,,2021-05-17,2021,,,,
University of Edinburgh,UNIVERSITY OF EDINBURGH,55.948003,-3.188111,United Kingdom,GB,Scotland,"2019-06-26-heriotwatt,2019-09-04-edinburgh-swc,2020-01-29-edinburgh,2020-06-04-sfc-online,2020-05-26-sfc-online,2021-03-04-edinburgh-library-carpentry,2021-03-29-sfc-dc","2019-06-26,2019-09-04,2020-01-29,2020-06-04,2020-05-26,2021-03-04,2021-03-29","{2019: 2, 2020: 3, 2021: 2}","['Planetary sciences (geology', ' climatology', ' oceanography', ' etc.)']",['dc-instructor'],['2020-10-01'],,2020-10-01,,,2020-10-01,2020,Edinburgh,EDI,55.95,-3.3725
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,['Psychology/neuroscience'],['dc-instructor'],['2019-12-08'],,2019-12-08,,,2019-12-08,2019,,,,
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,['Computer science/electrical engineering'],['swc-instructor'],['2020-02-15'],2020-02-15,,,,2020-02-15,2020,,,,
Swansea University,SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,2020-01-08-swansea,2020-01-08,{2020: 1},"['Civil', ' mechanical', ' chemical', ' or nuclear engineering', 'High performance computing']",['swc-instructor'],['2019-11-13'],2019-11-13,,,,2019-11-13,2019,,,,
University of York,UNIVERSITY OF YORK,53.948437,-1.053553,United Kingdom,GB,Yorkshire and The Humber,,,,"['Organismal biology (ecology', ' botany', ' zoology', ' microbiology)', 'Mathematics/statistics', 'Genetics', ' genomics', ' bioinformatics']",['dc-instructor'],['2019-12-10'],,2019-12-10,,,2019-12-10,2019,Leeds,LBA,53.865832999999995,-1.6605560000000001
University of St Andrews,UNIVERSITY OF ST ANDREWS,56.341205,-2.793016,United Kingdom,GB,Scotland,2021-05-07-standrews-online,2021-05-07,{2021: 1},"['Mathematics/statistics', 'Physics']",['swc-instructor'],['2020-01-15'],2020-01-15,,,,2020-01-15,2020,Edinburgh,EDI,55.95,-3.3725
UK Atomic Energy Authority,UK ATOMIC ENERGY AUTHORITY,51.6588505,-1.2305024,United Kingdom,GB,South East,"2020-01-15-ukaea-swcarpentry,2020-05-29-ukaea-swcarpentry,2020-03-20-ukaea-swcarpentry","2020-01-15,2020-05-29,2020-03-20",{2020: 3},"['Education', 'Computer science/electrical engineering']",['swc-instructor'],['2019-12-20'],2019-12-20,,,,2019-12-20,2019,London Heathrow,LHR,51.4775,-0.46138900000000005
"Swansea Academy of Advanced Computing, Swansea University",SWANSEA UNIVERSITY,51.609621999999995,-3.9806489999999997,United Kingdom,GB,Wales,"2020-01-08-swansea,2019-02-07-swansea,2020-10-19-swansea,2020-11-23-swansea,2021-01-25-swansea,2021-04-26-swansea-online,2021-10-18-swansea-online,2022-01-17-swansea-online,2021-11-10-swansea-online,2021-12-06-swansea-online","2020-01-08,2019-02-07,2020-10-19,2020-11-23,2021-01-25,2021-04-26,2021-10-18,2022-01-17,2021-11-10,2021-12-06","{2020: 3, 2019: 1, 2021: 5, 2022: 1}","['Physics', 'High performance computing']",['dc-instructor'],['2020-01-06'],,2020-01-06,,,2020-01-06,2020,,,,
University of Manchester,THE UNIVERSITY OF MANCHESTER,53.467943000000005,-2.233222,United Kingdom,GB,North West,,,,,['swc-instructor'],['2019-11-28'],2019-11-28,,,,2019-11-28,2019,,,,
University College London,UNIVERSITY COLLEGE LONDON,51.524774,-0.133401,United Kingdom,GB,London,"2019-11-04-UCL_software_carpentry,2020-07-27-UCL_hpc_carpentry-online,2021-07-19-UCL-software-carpentry-online,2021-11-22-UCL-HPCCarpentry-online","2019-11-04,2020-07-27,2021-07-19,2021-11-22","{2019: 1, 2020: 1, 2021: 2}","['High performance computing', 'Physics', 'Space sciences']",['swc-instructor'],['2020-01-15'],2020-01-15,,,,2020-01-15,2020,,,,
Imperial College London,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",51.500506,-0.17819400000000002,United Kingdom,GB,London,,,,"['Civil', ' mechanical', ' chemical', ' or nuclear engineering']",['swc-instructor'],['2019-11-17'],2019-11-17,,,,2019-11-17,2019,,,,
